"timestamp","acoustic.a1.L10_A","acoustic.a1.L10_Z","acoustic.a1.Leq_A","acoustic.a1.Leq_Z","acoustic.a2.L10_A","acoustic.a2.L10_Z","acoustic.a2.Leq_A","acoustic.a2.Leq_Z","meteo.a3.Hum","meteo.a3.Patm","meteo.a3.Rain","meteo.a3.Temp","meteo.a3.Wind_Dir","meteo.a4.Hum","meteo.a4.Patm","meteo.a4.Rain","meteo.a4.Temp","meteo.a4.Wind_Dir","meteo.lidar.Fog","meteo.lidar.Hum","meteo.lidar.Patm","meteo.lidar.Rain","meteo.lidar.Temp","meteo.s1.H","meteo.s1.Moy_T","meteo.s1.Wind_Dir","meteo.s1.Wind_Speed","meteo.s2.H","meteo.s2.Moy_T","meteo.s2.Wind_Dir","meteo.s2.Wind_Speed"
2020-07-22 12:30:00,37.91,52.42,42.74,68.56,35.25,51.73,41.56,64.28,28.0984,1005.22,0,24.6999,19.9957,,,,,,0,30.4017647058824,1003.99117647059,0.0294117647058823,26.1852941176471,414.528084961079,21.0259441666667,297.50615779999,5.11152394447637,"nan",0,299.914662977855,4.24887724831563
2020-07-22 12:40:00,37.7,52.72,41.11,66.32,33.21,50.74,41.82,65.89,28.3975,1005.22,0,24.5991,67.9965,,,,,,0,30.9314705882353,1003.84117647059,0,26.1164705882353,259.185739509869,21.0486583333333,278.943089215249,4.52053157710396,"nan",0,288.039151742012,3.40938082590467
2020-07-22 12:50:00,38.93,55.19,43.21,70.07,34.69,53.72,41.42,72.38,27.5979,1005.09,0,24.9983,23.9949,,,,,,0,29.9741666666667,1003.80555555556,0,25.9638888888889,396.352274756455,21.3381908006814,283.826315205896,4.32533681469065,"nan",0,292.26358631855,3.74821929158775
2020-07-22 13:00:00,37.99,51.45,41.03,64.62,33.86,51.14,41.84,64.6,26.9997,1004.96,0,25.2986,57.9986,,,,,,0,31.3228571428571,1003.8,0,26.2225714285714,437.533258380146,21.7160291666667,288.834816129659,3.97209572598355,"nan",0,291.665935536444,3.29221652174053
2020-07-22 13:10:00,39.93,55.34,44.33,68.99,34.71,51.94,45.85,67.09,26.5999,1004.69,0,25.4982,18.9959,,,,,,0,30.3291176470588,1003.72647058824,0,26.315,206.343437961987,21.3718925,259.693160968858,4.96709497196901,"nan",0,279.884917154477,3.05075206244342
2020-07-22 13:20:00,39.05,54.05,43.03,64.18,34.75,52.97,53.08,66.25,26.2978,1004.69,0,25.1997,18.9959,,,,,,0,30.1788571428571,1003.74,0,26.0811428571429,80.5167590728904,21.3859658333333,247.669067589328,4.64580482998337,"nan",21.97,270.299981832731,2.56132557680771
2020-07-22 13:30:00,37.68,48.6,40.58,63.89,47.52,52.95,58.53,67.85,25.5989,1004.69,0,25.099,350.991,,,,,,0,29.6528571428571,1003.67428571429,0,26.0885714285714,256.829383546217,21.6113483333333,274.737578260965,3.9976271583035,"nan",0,288.433523560548,3.28226016206073
2020-07-22 13:40:00,39.36,54.05,44.12,71.07,46.15,51.52,52.48,63.73,25.3975,1004.56,0,25.3993,346.992,,,,,,0,30.4162857142857,1003.56571428571,0,25.9848571428571,236.46938017331,21.7117691666667,285.093584390135,4.48540456336669,"nan",0,293.98864918879,3.60863948073692
2020-07-22 13:50:00,38.75,52.28,42.24,66.38,45.02,51.31,50.85,61.21,24.1981,1004.56,0,25.6996,40.9912,,,,,,0,29.7162857142857,1003.51428571429,0,25.9168571428571,239.851033991352,21.8268852040816,288.578977986942,4.24519852925038,"nan",0,297.222122486563,3.52835951347487
2020-07-22 14:00:00,39.05,52.88,42.8,67.94,44.89,51.47,48.62,59.14,24.897,1004.56,0,25.9999,0,,,,,,0,29.6732352941176,1003.48823529412,0,25.5382352941176,235.886541778276,22.051135,261.52780228918,4.40407965819068,"nan",0,283.437503798796,2.83291696755397
2020-07-22 14:10:00,39.34,53.73,45.72,67.42,43.18,50.83,46.88,63.73,23.2978,1004.43,0,25.7985,15.9966,,,,,,0,29.8297142857143,1003.51428571429,0,25.3434285714286,215.326166502588,22.0786491666667,265.302343116812,4.14841576436257,"nan",0,280.160772684609,2.99842021214151
2020-07-22 14:20:00,39.36,53.13,46.13,69.26,42.4,51.48,46.31,62.6,22.599,1004.3,0,26.3991,312.999,,,,,,0,31.8342857142857,1003.57714285714,0,24.8094285714286,395.382396703525,22.1965266666667,288.503615726083,3.46578739756886,"nan",0,288.185542602184,2.55733134436012
2020-07-22 14:30:00,40.06,55.35,44.68,70.63,41.23,52.11,45.54,67.37,24.4972,1004.3,0,25.8992,342.993,,,,,,0,31.9529411764706,1003.52941176471,0,24.5461764705882,102.221937535562,22.0654525,258.364661279013,4.45385879908324,"nan",22.45,274.995724873148,2.34847229441951
2020-07-22 14:40:00,40.77,54.95,43.43,68.69,40.17,51.45,43.22,68.09,23.6,1004.17,0,26.1995,47.9897,,,,,,0,33.2994117647059,1003.49705882353,0,24.0938235294118,252.515792573963,22.33402,269.795558567606,3.59479597761292,"nan",0,288.062963126332,2.8521380327438
2020-07-22 14:50:00,41.18,55.94,44.14,71.65,39.29,49.49,43.1,60.8,24.0974,1004.17,0,25.7985,60.998,,,,,,0,32.9697142857143,1003.46857142857,0,24.2942857142857,347.273298298748,22.8812237521515,288.210948354829,4.02143203711441,"nan",0,290.508488400377,3.43546563258762
2020-07-22 15:00:00,40.76,54.46,44.31,71,38.51,49.74,43.12,62.73,23.4993,1004.17,0,25.9999,357.989,,,,,,0,31.7611764705882,1003.41470588235,0.0588235294117647,24.3232352941176,275.309802743032,22.6070733333333,293.91064698664,3.36430456742311,"nan",0,295.671805230093,3.13390245640928
2020-07-22 15:10:00,39.16,52.62,41.69,65.18,37.62,49.23,41.68,63.44,23.899,1004.04,0,26.2984,63.9973,,,,,,0,32.3965714285714,1003.4,0.0571428571428571,24.2965714285714,424.380678909737,22.8795283333333,276.457918782507,4.49057367120725,"nan",0,290.111557597597,3.52141707268061
2020-07-22 15:20:00,40.4,54.85,43.19,68.14,36.7,49.13,42.69,64.91,22.599,1003.91,0,25.9999,328.996,,,,,,0,33.2752941176471,1003.37352941176,0.088235294117647,23.7120588235294,168.199511710199,22.7294033333333,253.822137098917,3.62134151541018,"nan",0,268.180121758452,2.36480256915846
2020-07-22 15:30:00,40.7,55.03,43.68,67.74,36.31,48.47,41.97,60.86,23.899,1003.78,0,26.5987,50.9891,,,,,,0,34.8014705882353,1003.30882352941,0.088235294117647,23.1623529411765,184.17711768728,22.9536766666667,284.957070510089,3.12935166501798,"nan",0,297.397413434283,2.56210905317416
2020-07-22 15:40:00,39.59,52.79,41.49,63.05,36.3,48.73,42.27,57.98,22.898,1003.64,0,26.6994,9.99786,,,,,,0,34.8355882352941,1003.29705882353,0.0588235294117647,22.77,54.4750812131751,22.9136966666667,245.299544911601,4.34117487979342,"nan",0,262.492909075627,2.2628115005263
